,addr,rooms,ruler,floor,price,descr,lat,lon,num_rooms,num_floor,num_price,stem_text,lemm_text,text,dominant_topic,topic_percentage_contrib,keywords
0,Mashtots avenue,two room,fifty square metres, floor thirteenth/thirteenth   new construction ,Sale-150000$," This  bedroom apartment occupying the last floor of a  story building, located on Mashtots ave. of Downtown Yerevan is curretnly for sale/rent. All utilities are available. Additionally, the internet and cable TV have been provided. This  sq.m home has been renovated and never furnished, never lived with air conditioning installed. Outdoor parking is available.Viber WhatsApp, Telegram +--- Grigor ",40.1853981,44.51200104,2 room,"  13/13 , new construction ","Sale-150,000$",this bedroom apart occupi last floor stori build locat mashtot downtown yerevan curretn all util avail addit internet cabl tv provid this home renov never furnish never live air condit instal outdoor park whatsapp telegram grigor,This bedroom apartment occupying last floor story building located Mashtots Downtown Yerevan curretnly All utility available Additionally internet cable TV provided This home renovated never furnished never lived air conditioning installed Outdoor parking WhatsApp Telegram Grigor,Mashtots avenue two room fifty square metres  floor thirteenth/thirteenth   new construction  Sale-150000$ This bedroom apartment occupying last floor story building located Mashtots Downtown Yerevan curretnly All utility available Additionally internet cable TV provided This home renovated never furnished never lived air conditioning installed Outdoor parking WhatsApp Telegram Grigor ,2.0,0.996999979019165,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
1,Mashtots avenue,two room,sixty-eight square metres, floor sixth/eleventh ,Sale-150000$," One - bedroom, one-bathroom apartment on Mashtots - Amiryan crossroads is currently for sale or for long term rent. It covers an area of  sq.m. and occupies the th floor of a -story building. The apartment is newly renovated. Local heating system is installed alongside with an air conditioner. An open balcony is available. Supermarket ""Sas"", bank branches and the bus stop are located nearby. ",40.18220101,44.50741705,2 room,  6/11 ,"Sale-150,000$",one bedroom apart mashtot amiryan crossroad current sale long term rent it cover area occupi th floor build the apart newli renov local heat system instal alongsid air condition an open balconi avail supermarket sas bank branch bus stop locat nearbi,One bedroom apartment Mashtots Amiryan crossroad currently sale long term rent It cover area occupies th floor building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony available Supermarket Sas bank branch bus stop located nearby,Mashtots avenue two room sixty-eight square metres  floor sixth/eleventh  Sale-150000$ One bedroom apartment Mashtots Amiryan crossroad currently sale long term rent It cover area occupies th floor building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony available Supermarket Sas bank branch bus stop located nearby ,2.0,0.8745999932289124,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
2,A  Isahakyan,four room,one hundred and eighty square metres, floor fourth/fourth ,Sale-380000$, Three - bedroom luxurious and spacious duplex apartment on A.Isahakyan street near the cafe Lorange and the cinema KinoNairi is currently for rent or sale. It covers an area of  sq.m. and occupies the rd floor of a  storey building. The apartment is fully renovated. Local heating system is installed. All the rooms are nicely furnished and equipped with the necessary appliances. Cable TV and Internet are available. The apartment has an open balcony. Open air parking is allocated for cars. ,40.18866758,44.51888702,4 room,  4/4 ,"Sale-380,000$",three bedroom luxuri spacious duplex apart street near cafe lorang cinema kinonairi current rent sale it cover area occupi rd floor storey build the apart fulli renov local heat system instal all room nice furnish equip necessari applianc cabl tv internet avail the apart open balconi open air park alloc car,Three bedroom luxurious spacious duplex apartment street near cafe Lorange cinema KinoNairi currently rent sale It cover area occupies rd floor storey building The apartment fully renovated Local heating system installed All room nicely furnished equipped necessary appliance Cable TV Internet available The apartment open balcony Open air parking allocated car,A  Isahakyan four room one hundred and eighty square metres  floor fourth/fourth  Sale-380000$ Three bedroom luxurious spacious duplex apartment street near cafe Lorange cinema KinoNairi currently rent sale It cover area occupies rd floor storey building The apartment fully renovated Local heating system installed All room nicely furnished equipped necessary appliance Cable TV Internet available The apartment open balcony Open air parking allocated car ,2.0,0.9973999857902527,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
3,A  Babajanyan,one room,forty-six square metres, floor third/ninth ,Sale-41000$," actual rooms: , wall building, needs renovation, sunny, oriel, metal door, hardwood flooring, bathroom tiled, persistent water, electricity, natural gas, outdoor parking, elevator in the building, balcony, bedroom ",40.16671904,44.44003334,1 room,  3/9 ,"Sale-41,000$",actual room wall build need renov sunni oriel metal door hardwood floor bathroom tile persist water electr natur gas outdoor park elev build balconi bedroom,actual room wall building need renovation sunny oriel metal door hardwood flooring bathroom tiled persistent water electricity natural gas outdoor parking elevator building balcony bedroom,A  Babajanyan one room forty-six square metres  floor third/ninth  Sale-41000$ actual room wall building need renovation sunny oriel metal door hardwood flooring bathroom tiled persistent water electricity natural gas outdoor parking elevator building balcony bedroom ,0.0,0.9962999820709229,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
4,V Papazyan,two room,fifty-five square metres, floor fifth/fifth ,Sale-62500$," actual rooms: , stone building, renovated, renovated roof, sunny, furnished, oriel, new wiring, new water tubes, metal door, euro windows, laminate flooring, air conditioner, appliances, built-in kitchen furniture, kitchen tiled, bathroom tiled, built-in wardrobes, persistent water, electricity, natural gas, natural gas boiler, outdoor parking, balcony, bedroom ",40.20024482,44.50465304,2 room,  5/5 ,"Sale-62,500$",actual room stone build renov renov roof sunni furnish oriel new wire new water tube metal door euro window lamin floor air condition applianc kitchen furnitur kitchen tile bathroom tile wardrob persist water electr natur gas natur gas boiler outdoor park balconi bedroom,actual room stone building renovated renovated roof sunny furnished oriel new wiring new water tube metal door euro window laminate flooring air conditioner appliance kitchen furniture kitchen tiled bathroom tiled wardrobe persistent water electricity natural gas natural gas boiler outdoor parking balcony bedroom,V Papazyan two room fifty-five square metres  floor fifth/fifth  Sale-62500$ actual room stone building renovated renovated roof sunny furnished oriel new wiring new water tube metal door euro window laminate flooring air conditioner appliance kitchen furniture kitchen tiled bathroom tiled wardrobe persistent water electricity natural gas natural gas boiler outdoor parking balcony bedroom ,0.0,0.9976999759674072,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
5,Komitas ave ,two room,sixty-six square metres, floor eighth/ninth ,Sale-95000$," For sale or rent is a -bedroom, -bathroom apartment with an area of  sqm on the th floor of a -story panel building on Komitas Avenue, near Ameria Bank. The apartment is completely renovated, a local heating system is installed, the floor is covered with high-quality laminate. The bathroom is tiled and equipped with plumbing fixtures. The apartment is furnished and equipped with household appliances and accessories, there is Internet and cable TV. The building has an elevator, there is a playground in the courtyard. ",40.20118973,44.49678651,2 room,  8/9 ,"Sale-95,000$",for sale rent apart area sqm th floor panel build komita avenu near ameria bank the apart complet renov local heat system instal floor cover lamin the bathroom tile equip plumb fixtur the apart furnish equip household applianc accessori internet cabl tv the build elev playground courtyard,For sale rent apartment area sqm th floor panel building Komitas Avenue near Ameria Bank The apartment completely renovated local heating system installed floor covered laminate The bathroom tiled equipped plumbing fixture The apartment furnished equipped household appliance accessory Internet cable TV The building elevator playground courtyard,Komitas ave  two room sixty-six square metres  floor eighth/ninth  Sale-95000$ For sale rent apartment area sqm th floor panel building Komitas Avenue near Ameria Bank The apartment completely renovated local heating system installed floor covered laminate The bathroom tiled equipped plumbing fixture The apartment furnished equipped household appliance accessory Internet cable TV The building elevator playground courtyard ,0.0,0.904699981212616,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
6,Keri street,three room,sixty-two square metres, floor fourteenth/twenty-second   new construction ,Sale-100000$," Two - bedroom, one-bathroom studio apartment on Qeri street is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -story new elite building. The apartment is newly renovated, has a unique design. Centralized heating system is installed alongside with an air conditioner. Floor heating is also is available. The building has a security system, a beautiful and large outdoor pool, a gym, a tennis court, a BBQ kit, a playground. You can find a shop and a restaurant on the st floor. ",40.19994055,44.48643795,3 room,"  14/22 , new construction ","Sale-100,000$",two bedroom studio apart qeri street current sale it cover area occupi th floor new elit build the apart newli renov uniqu design central heat system instal alongsid air condition floor heat also avail the build secur system beauti larg outdoor pool gym tenni court bbq kit playground you find shop restaur st floor,Two bedroom studio apartment Qeri street currently sale It cover area occupies th floor new elite building The apartment newly renovated unique design Centralized heating system installed alongside air conditioner Floor heating also available The building security system beautiful large outdoor pool gym tennis court BBQ kit playground You find shop restaurant st floor,Keri street three room sixty-two square metres  floor fourteenth/twenty-second   new construction  Sale-100000$ Two bedroom studio apartment Qeri street currently sale It cover area occupies th floor new elite building The apartment newly renovated unique design Centralized heating system installed alongside air conditioner Floor heating also available The building security system beautiful large outdoor pool gym tennis court BBQ kit playground You find shop restaurant st floor ,1.0,0.9976000189781189,"apartment, floor, building, new, room, area, sale, construction, square, bedroom"
7,Adonts,two room,forty-eight square metres, floor eighth/eighth   new construction ,Sale-75000$," One - bedroom, one-bathroom studio apartment on Adonts street in Eraz neighborhood is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -story new building. The apartment is newly renovated. Local heating system is installed alongside with an air conditioner. An open balcony with a nice view the park is available. The apartment is for sale together with furniture and home appliances. The district is very well-maintained, with a green playground, security system, outdoor and underground parking lots. ",40.21375362,44.52400758,2 room,"  8/8 , new construction ","Sale-75,000$",one bedroom studio apart adont street eraz neighborhood current sale it cover area occupi th floor new build the apart newli renov local heat system instal alongsid air condition an open balconi nice view park avail the apart sale togeth furnitur home applianc the district green playground secur system outdoor underground park lot,One bedroom studio apartment Adonts street Eraz neighborhood currently sale It cover area occupies th floor new building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony nice view park available The apartment sale together furniture home appliance The district green playground security system outdoor underground parking lot,Adonts two room forty-eight square metres  floor eighth/eighth   new construction  Sale-75000$ One bedroom studio apartment Adonts street Eraz neighborhood currently sale It cover area occupies th floor new building The apartment newly renovated Local heating system installed alongside air conditioner An open balcony nice view park available The apartment sale together furniture home appliance The district green playground security system outdoor underground parking lot ,1.0,0.9975000023841858,"apartment, floor, building, new, room, area, sale, construction, square, bedroom"
8,Arami 72,four room,eighty-one square metres, floor eighth/fourteenth   new construction ,Sale-360000$," For sale is a spacious, bright -bedroom, -bathroom apartment with an area of  sqm on the th floor of a -story new building on Arami Street, near the new park. The apartment is completely renovated, heated by a gas boiler, air conditioners are installed, the floor in the bedrooms is covered with high-quality laminate, and in the living room - with ceramic granite with heating. The apartment has an open balcony with a beautiful view of the park. The house has  elevators and a security system. Near the building there are various shops, entertainment centers, cafes, banks. The apartment is sold with furniture and appliances. ",40.183602,44.50833056,4 room,"  8/14 , new construction ","Sale-360,000$",for sale spacious bright apart area sqm th floor new build arami street near new park the apart complet renov heat gas boiler air condition instal floor bedroom cover lamin live room ceram granit heat the apart open balconi beauti view park the hous elev secur system near build various shop entertain center cafe bank the apart sold furnitur applianc,For sale spacious bright apartment area sqm th floor new building Arami Street near new park The apartment completely renovated heated gas boiler air conditioner installed floor bedroom covered laminate living room ceramic granite heating The apartment open balcony beautiful view park The house elevator security system Near building various shop entertainment center cafe bank The apartment sold furniture appliance,Arami 72 four room eighty-one square metres  floor eighth/fourteenth   new construction  Sale-360000$ For sale spacious bright apartment area sqm th floor new building Arami Street near new park The apartment completely renovated heated gas boiler air conditioner installed floor bedroom covered laminate living room ceramic granite heating The apartment open balcony beautiful view park The house elevator security system Near building various shop entertainment center cafe bank The apartment sold furniture appliance ,0.0,0.9980999827384949,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
9,N  Zaryan,three room,one hundred and sixty-five square metres, floor fifth/sixteenth   new construction ,Sale-270000$," Two - bedroom, two-bathroom apartment on Zaryan street is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -story new building. The apartment is newly renovated. Centralized heating system is installed along with an air conditioner.  open balconies are available.  hour security system is installed. The building also has an underground parking and a playground. Park, a grocery store and the bus stop are located nearby. ",40.20380832,44.51646032,3 room,"  5/16 , new construction ","Sale-270,000$",two bedroom apart zaryan street current sale it cover area occupi th floor new build the apart newli renov central heat system instal along air condition open balconi avail hour secur system instal the build also underground park playground park groceri store bus stop locat nearbi,Two bedroom apartment Zaryan street currently sale It cover area occupies th floor new building The apartment newly renovated Centralized heating system installed along air conditioner open balcony available hour security system installed The building also underground parking playground Park grocery store bus stop located nearby,N  Zaryan three room one hundred and sixty-five square metres  floor fifth/sixteenth   new construction  Sale-270000$ Two bedroom apartment Zaryan street currently sale It cover area occupies th floor new building The apartment newly renovated Centralized heating system installed along air conditioner open balcony available hour security system installed The building also underground parking playground Park grocery store bus stop located nearby ,1.0,0.9236000180244446,"apartment, floor, building, new, room, area, sale, construction, square, bedroom"
10,Griboyedov,three room,eighty square metres, floor fifth/fifth ,Sale-83000$," This  bedroom apartment occupying the top floor of a  story building, located on Griboyedov of Arabkir Yerevan is currently for rent/sale. All utilities are viable. Additionally, internet and cable Tv are available. This  sq.m. apartment has been fully renovated and furnished. Outdoor parking is available. ",40.20686848,44.51399467,3 room,  5/5 ,"Sale-83,000$",this bedroom apart occupi top floor stori build locat griboyedov arabkir yerevan current all util viabl addit internet cabl tv avail this apart fulli renov furnish outdoor park avail,This bedroom apartment occupying top floor story building located Griboyedov Arabkir Yerevan currently All utility viable Additionally internet cable Tv available This apartment fully renovated furnished Outdoor parking available,Griboyedov three room eighty square metres  floor fifth/fifth  Sale-83000$ This bedroom apartment occupying top floor story building located Griboyedov Arabkir Yerevan currently All utility viable Additionally internet cable Tv available This apartment fully renovated furnished Outdoor parking available ,2.0,0.9958999752998352,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
11,V Papazyan,four room,ninety-four square metres, floor second/seventh ,Sale-108000$," For sale or for rent is a -bedroom, -half-bathroom apartment with an area of  sqm on the nd floor of a -story building of a special project on Vahram Papazyan Street. The apartment is completely renovated, a local heating system is installed, the floor is covered with parquet, laminate and tile. The bathrooms and kitchen are tiled and equipped with plumbing fixtures. The apartment is furnished and equipped with modern household appliances. There are outdoor and indoor balconies. The building has an elevator. Nearby there is a “Yeritsyan Brothers"" supermarket, banks, shops, cafes. Sold with a part of the furniture. ",40.20586993,44.50078215,4 room,  2/7 ,"Sale-108,000$",for sale rent apart area sqm nd floor build special project vahram papazyan street the apart complet renov local heat system instal floor cover parquet lamin tile the bathroom kitchen tile equip plumb fixtur the apart furnish equip modern household applianc there outdoor indoor balconi the build elev nearbi yeritsyan brother supermarket bank shop cafe sold part furnitur,For sale rent apartment area sqm nd floor building special project Vahram Papazyan Street The apartment completely renovated local heating system installed floor covered parquet laminate tile The bathroom kitchen tiled equipped plumbing fixture The apartment furnished equipped modern household appliance There outdoor indoor balcony The building elevator Nearby Yeritsyan Brothers supermarket bank shop cafe Sold part furniture,V Papazyan four room ninety-four square metres  floor second/seventh  Sale-108000$ For sale rent apartment area sqm nd floor building special project Vahram Papazyan Street The apartment completely renovated local heating system installed floor covered parquet laminate tile The bathroom kitchen tiled equipped plumbing fixture The apartment furnished equipped modern household appliance There outdoor indoor balcony The building elevator Nearby Yeritsyan Brothers supermarket bank shop cafe Sold part furniture ,0.0,0.9980999827384949,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
12,Mashtots avenue,two room,eighty-four square metres, floor first/fourth ,Sale-125000$," Two - bedroom, one-bathroom apartment on Mashtots - Khorenatsi crossroads is currently for sale. It covers an area of  sq.m. and occupies the st floor of a -story building. The apartment is for sale together with an underground parking spot. Market ""Pak Shuka"", bank branches and the bus stop are located nearby. ",40.17696289,44.50416984,2 room,  1/4 ,"Sale-125,000$",two bedroom apart mashtot khorenatsi crossroad current sale it cover area occupi st floor build the apart sale togeth underground park spot market pak shuka bank branch bus stop locat nearbi,Two bedroom apartment Mashtots Khorenatsi crossroad currently sale It cover area occupies st floor building The apartment sale together underground parking spot Market Pak Shuka bank branch bus stop located nearby,Mashtots avenue two room eighty-four square metres  floor first/fourth  Sale-125000$ Two bedroom apartment Mashtots Khorenatsi crossroad currently sale It cover area occupies st floor building The apartment sale together underground parking spot Market Pak Shuka bank branch bus stop located nearby ,1.0,0.9959999918937683,"apartment, floor, building, new, room, area, sale, construction, square, bedroom"
13,Tsitsernakaberd Hwy ,two room,fifty-four square metres, floor second/fifth ,Sale-57000$," For sale is a -bedroom, -bathroom apartment with an area of  sqm on the nd floor of a -story building on Tsitsernakaberd highway. The apartment is in need of repair, a local heating system is installed, the floor is covered with parquet, there is no cladding in the bathroom, there is old plumbing. There is a closed balcony. Nearby there are Dalma Mall, ""Hrazdan"" fair and entertainment venues. ",40.17824536,44.49267017,2 room,  2/5 ,"Sale-57,000$",for sale apart area sqm nd floor build tsitsernakaberd highway the apart need repair local heat system instal floor cover parquet clad bathroom old plumb there close balconi nearbi dalma mall hrazdan fair entertain venu,For sale apartment area sqm nd floor building Tsitsernakaberd highway The apartment need repair local heating system installed floor covered parquet cladding bathroom old plumbing There closed balcony Nearby Dalma Mall Hrazdan fair entertainment venue,Tsitsernakaberd Hwy  two room fifty-four square metres  floor second/fifth  Sale-57000$ For sale apartment area sqm nd floor building Tsitsernakaberd highway The apartment need repair local heating system installed floor covered parquet cladding bathroom old plumbing There closed balcony Nearby Dalma Mall Hrazdan fair entertainment venue ,0.0,0.996999979019165,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
14,Arami,three room,one hundred and thirty-two square metres, floor second/eighth   new construction ,Sale-345000$," For sale is a -bedroom, -bathroom apartment with an area of  sqm on the nd floor of an -story building near Arami Street, near Malibu Park. The apartment is completely renovated, connected to central heating and cooling systems, the floor is covered with high-quality hardwood and tiles. Both bathrooms are tiled and equipped with plumbing fixtures. There are built-in wardrobes. The rooms and kitchen are beautifully furnished, equipped with appliances and accessories. The building has  elevators, an intercom and a security system. Nearby there are shops, banks, a park and entertainment venues. The apartment is sold with furniture and household appliances. ",40.18009397,44.51254694,3 room,"  2/8 , new construction ","Sale-345,000$",for sale apart area sqm nd floor build near arami street near malibu park the apart complet renov connect central heat cool system floor cover hardwood tile both bathroom tile equip plumb fixtur there wardrob the room kitchen beauti furnish equip applianc accessori the build elev intercom secur system nearbi shop bank park entertain venu the apart sold furnitur household applianc,For sale apartment area sqm nd floor building near Arami Street near Malibu Park The apartment completely renovated connected central heating cooling system floor covered hardwood tile Both bathroom tiled equipped plumbing fixture There wardrobe The room kitchen beautifully furnished equipped appliance accessory The building elevator intercom security system Nearby shop bank park entertainment venue The apartment sold furniture household appliance,Arami three room one hundred and thirty-two square metres  floor second/eighth   new construction  Sale-345000$ For sale apartment area sqm nd floor building near Arami Street near Malibu Park The apartment completely renovated connected central heating cooling system floor covered hardwood tile Both bathroom tiled equipped plumbing fixture There wardrobe The room kitchen beautifully furnished equipped appliance accessory The building elevator intercom security system Nearby shop bank park entertainment venue The apartment sold furniture household appliance ,0.0,0.9980999827384949,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
15,M Saryan,two room,sixty-eight square metres, floor third/ninth ,Sale-97900$," For sale is а -bedroom,-bathroom apartment with an area of  sqm on the rd floor of a -story panel house near the intersection of Saryan and Amiryan Street. The apartment is in need of renovation, the floor is covered with hardwood. There is an open balcony. The building has a new elevator. The house is located in one of the best areas of the city, there are shops, cafes and entertainment venues nearby. ",40.18004658,44.50486742,2 room,  3/9 ,"Sale-97,900$",for sale а apart area sqm rd floor panel hous near intersect saryan amiryan street the apart need renov floor cover hardwood there open balconi the build new elev the hous locat one best area citi shop cafe entertain venu nearbi,For sale а apartment area sqm rd floor panel house near intersection Saryan Amiryan Street The apartment need renovation floor covered hardwood There open balcony The building new elevator The house located one best area city shop cafe entertainment venue nearby,M Saryan two room sixty-eight square metres  floor third/ninth  Sale-97900$ For sale а apartment area sqm rd floor panel house near intersection Saryan Amiryan Street The apartment need renovation floor covered hardwood There open balcony The building new elevator The house located one best area city shop cafe entertainment venue nearby ,0.0,0.9972000122070312,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
16,Komitas ave ,three room,eighty-five square metres, floor fifth/fourteenth ,Sale-97000$," For sale is a -bedroom, -bathroom apartment with an area of  sqm on the th floor of a -story building on V. Papazyan Street near Komitas Avenue. The apartment is completely renovated, local heating and air conditioning systems are installed, the floor is covered with high-quality laminate and tiles. The bathroom is tiled and equipped with plumbing fixtures. There is a storage room. The apartment has a lot of built-in closets. The building has an elevator. There is a children's playground in the courtyard. Various shops and entertainment venues are located nearby. ",40.20428939,44.50358365,3 room,  5/14 ,"Sale-97,000$",for sale apart area sqm th floor build papazyan street near komita avenu the apart complet renov local heat air condit system instal floor cover lamin tile the bathroom tile equip plumb fixtur there storag room the apart lot closet the build elev there children playground courtyard various shop entertain venu locat nearbi,For sale apartment area sqm th floor building Papazyan Street near Komitas Avenue The apartment completely renovated local heating air conditioning system installed floor covered laminate tile The bathroom tiled equipped plumbing fixture There storage room The apartment lot closet The building elevator There child playground courtyard Various shop entertainment venue located nearby,Komitas ave  three room eighty-five square metres  floor fifth/fourteenth  Sale-97000$ For sale apartment area sqm th floor building Papazyan Street near Komitas Avenue The apartment completely renovated local heating air conditioning system installed floor covered laminate tile The bathroom tiled equipped plumbing fixture There storage room The apartment lot closet The building elevator There child playground courtyard Various shop entertainment venue located nearby ,0.0,0.9977999925613403,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
17,Pushkin,two room,sixty-five square metres, floor ninth/ninth ,Sale-114900$," For sale is a -bedroom, -bathroom apartment with an area of  sqm on the th floor of a -story building at the intersection of Pushkin and Parpetsi streets. The apartment has recently been thoroughly renovated with taste, it is not inhabited, a local heating system is installed, the floor is covered with high-quality laminate and tiles. The bathroom is tiled and equipped with plumbing fixtures. There is an attic. The building has an elevator and an intercom system. Near the house there are a church, shops, a school, and entertainment venues. ",40.18574334,44.50943836,2 room,  9/9 ,"Sale-114,900$",for sale apart area sqm th floor build intersect pushkin parpetsi street the apart recent thorough renov tast inhabit local heat system instal floor cover lamin tile the bathroom tile equip plumb fixtur there attic the build elev intercom system near hous church shop school entertain venu,For sale apartment area sqm th floor building intersection Pushkin Parpetsi street The apartment recently thoroughly renovated taste inhabited local heating system installed floor covered laminate tile The bathroom tiled equipped plumbing fixture There attic The building elevator intercom system Near house church shop school entertainment venue,Pushkin two room sixty-five square metres  floor ninth/ninth  Sale-114900$ For sale apartment area sqm th floor building intersection Pushkin Parpetsi street The apartment recently thoroughly renovated taste inhabited local heating system installed floor covered laminate tile The bathroom tiled equipped plumbing fixture There attic The building elevator intercom system Near house church shop school entertainment venue ,0.0,0.9976000189781189,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
18,Tigran Mets ave ,three room,seventy-nine square metres, floor third/fifth ,Sale-66400$," For sale is a -bedroom, -bathroom apartment with an area of  sqm on the rd floor of a -story building on Tigran the Great Avenue, in the st lane, not far from the Petak fair. The apartment is in need of repair, the floor is covered with parquet and tiles. The building has an intercom system. Near the house there are shops, a school and transport stops. ",40.165652,44.512636,3 room,  3/5 ,"Sale-66,400$",for sale apart area sqm rd floor build tigran great avenu st lane far petak fair the apart need repair floor cover parquet tile the build intercom system near hous shop school transport stop,For sale apartment area sqm rd floor building Tigran Great Avenue st lane far Petak fair The apartment need repair floor covered parquet tile The building intercom system Near house shop school transport stop,Tigran Mets ave  three room seventy-nine square metres  floor third/fifth  Sale-66400$ For sale apartment area sqm rd floor building Tigran Great Avenue st lane far Petak fair The apartment need repair floor covered parquet tile The building intercom system Near house shop school transport stop ,0.0,0.996999979019165,"floor, apartment, room, building, equipped, bathroom, square, system, metres, sqm"
19,Charents 70 8,four room,three hundred and forty-three square metres, floor thirteenth/thirteenth   new construction ,Sale-549000$," There - bedroom, four-bathroom penthouse apartment on Charents street is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -story new building. A terrace with a nice view of mount Ararat is available. ",40.173163,44.526731,4 room,"  13/13 , new construction ","Sale-549,000$",there bedroom penthous apart charent street current sale it cover area occupi th floor new build a terrac nice view mount ararat avail,There bedroom penthouse apartment Charents street currently sale It cover area occupies th floor new building A terrace nice view mount Ararat available,Charents 70 8 four room three hundred and forty-three square metres  floor thirteenth/thirteenth   new construction  Sale-549000$ There bedroom penthouse apartment Charents street currently sale It cover area occupies th floor new building A terrace nice view mount Ararat available ,1.0,0.995199978351593,"apartment, floor, building, new, room, area, sale, construction, square, bedroom"
20,Charents 70 8,eight room,six hundred and ninety-five square metres, floor thirteenth/thirteenth   new construction ,Sale-1043000$,"  - bedroom, -bathroom penthouse apartment on Charents street is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -story new building. A terrace with a nice view of mount Ararat is available. ",40.176388,44.527342,8 room,"  13/13 , new construction ","Sale-1,043,000$",bedroom penthous apart charent street current sale it cover area occupi th floor new build a terrac nice view mount ararat avail,bedroom penthouse apartment Charents street currently sale It cover area occupies th floor new building A terrace nice view mount Ararat available,Charents 70 8 eight room six hundred and ninety-five square metres  floor thirteenth/thirteenth   new construction  Sale-1043000$ bedroom penthouse apartment Charents street currently sale It cover area occupies th floor new building A terrace nice view mount Ararat available ,1.0,0.995199978351593,"apartment, floor, building, new, room, area, sale, construction, square, bedroom"
21,Northern av ,four room,six hundred and eighty square metres, floor ninth/ninth   new construction ,Sale-2500000$,"  - bedroom, -bathroom unique and spacious apartment on Northern Avenue, next to the Opera House and Swan Lake is currently for sale. It covers an area of  sq.m. and occupies the th floor of a -story new building. The living space of the apartment covers an area of  sq.m and the terrace covers an area of sq.m. The apartment is fully renovated according to the latest European standards. All rooms have panoramic windows and separate bathrooms. Centralized heating and air conditioning system is installed. All the rooms and kitchen are furnished with modern and original furniture and are full of inbuilt wardrobes. The apartment also has a laundry room and a separate wardrobe. ",40.18096647,44.51403364,4 room,"  9/9 , new construction ","Sale-2,500,000$",bedroom uniqu spacious apart northern avenu next opera hous swan lake current sale it cover area occupi th floor new build the live space apart cover area terrac cover area the apart fulli renov accord latest european standard all room panoram window separ bathroom central heat air condit system instal all room kitchen furnish modern origin furnitur full inbuilt wardrob the apart also laundri room separ wardrob,bedroom unique spacious apartment Northern Avenue next Opera House Swan Lake currently sale It cover area occupies th floor new building The living space apartment cover area terrace cover area The apartment fully renovated according latest European standard All room panoramic window separate bathroom Centralized heating air conditioning system installed All room kitchen furnished modern original furniture full inbuilt wardrobe The apartment also laundry room separate wardrobe,Northern av  four room six hundred and eighty square metres  floor ninth/ninth   new construction  Sale-2500000$ bedroom unique spacious apartment Northern Avenue next Opera House Swan Lake currently sale It cover area occupies th floor new building The living space apartment cover area terrace cover area The apartment fully renovated according latest European standard All room panoramic window separate bathroom Centralized heating air conditioning system installed All room kitchen furnished modern original furniture full inbuilt wardrobe The apartment also laundry room separate wardrobe ,2.0,0.576200008392334,"apartment, floor, room, square, new, building, metres, installed, rent, renovated"
